FID,id,The_geom,tipo,distrito,regional,territóri,codpmf,codsge,inep,título,nome,endereço,bairro,cep,telefone,voips,email,textstring,text_size,text_angle,fonte,ano_ref,epsg_codif
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6967,477,POINT (-38.52855577216984 -3.7995568947254377),EMTP,4,8,20,7223,222,23073748,ESCOLA MUNICIPAL,PROFESSORA MARIA STELLA COCHRANE SANTIAGO,"RUA ANTÔNIO FARIAS, 121",BOA VISTA/CASTELÃO,60861-118,3433-2945 / 3452-4821,3459-5124 / 7148,PROFESSORAMSCS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7223,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6968,478,POINT (-38.518715212896446 -3.7928267366962465),EMTP,4,8,20,7175,203,23264209,ESCOLA MUNICIPAL,ODILON GONZAGA BRAVEZA,"AV. ALBERTO CRAVEIRO, 1480C",BOA VISTA/CASTELÃO,60861-212,3452-5131,3459-5126 / 5550 / 7150,ODILONGB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7175,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6969,479,POINT (-38.52707177606036 -3.788565202106217),EMTP,4,8,20,7166,246,23071818,ESCOLA MUNICIPAL,PROFESSOR JOÃO HIPPÓLYTO DE AZEVEDO E SÁ,"RUA 03, 88 (CONJUNTO NAPOLEÃO VIANA)",DIAS MACÊDO,60860-490,3433-2946,3459-5405 / 5491 / 6939,JOAOHAS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7166,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696a,480,POINT (-38.51575654662514 -3.7712235133812433),EMTP,6,6,26,6961,152,23068175,ESCOLA MUNICIPAL,PROFESSORA EDITH BRAGA,"RUA CAPITÃO VASCONCELOS, 1061",AEROLÂNDIA,60850-680,3433-5286 / 3433-5297,3459-5396 / 5492,PROFESSORAEB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6961,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696b,481,POINT (-38.49854476558918 -3.7840594983853526),EMTP,6,6,27,7066,322,23071427,ESCOLA MUNICIPAL,ISMAEL PORDEUS,"AV. DES. FAUSTINO ALBUQUERQUE, 511",JARDIM DAS OLIVEIRAS,60821-440,3433-5293,3459-5400 / 5517 / 6989,ISMAELP@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7066,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696c,482,POINT (-38.50354486475963 -3.784098695068289),CEI,6,6,27,7153,505,23073543,CENTRO DE EDUCAÇÃO INFANTIL,MARIA DE LOURDES RIBEIRO JEREISSATI,"RUA 1 (LOT. PARQUE VERDE), 930",JARDIM DAS OLIVEIRAS,60821-210,3433-3509,3459-5121 / 5535 / 7141,DOLORES.ALCANTARA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7153,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696d,483,POINT (-38.50287619737725 -3.7831561511097753),EMTP,6,6,27,6813,274,23073543,ESCOLA MUNICIPAL,MARIA DE LOURDES RIBEIRO JEREISSATI,"RUA REINO UNIDO, 115",JARDIM DAS OLIVEIRAS,60820-140,3433-3539 / 5294,3459-5120 / 5263 / 6753,MARIALRJ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6813,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696e,484,POINT (-38.49157383960109 -3.7733799944011492),EMTP,2,7,24,6832,286,23257482,ESCOLA MUNICIPAL,JOSÉ CARLOS DE PINHO,"RUA LUÍZA MIRANDA COELHO, 595",ENGENHEIRO LUCIANO CAVALCANTE,60811-110,3452-1881 / 3452-1889,3459-5173 / 5210 / 6848,JOSECP@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6832,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_696f,485,POINT (-38.49585117076559 -3.7695818095296367),EMTP,2,7,24,6974,167,23187840,ESCOLA MUNICIPAL,PROFESSOR LUÍS COSTA,"RUA JOSÉ GUILHERME DA COSTA, 156",ENGENHEIRO LUCIANO CAVALCANTE,60811-300,3452-1894 / 3452-1895,3459-5192 / 5209 / 6754,LUISC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6974,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6970,486,POINT (-38.467952348411075 -3.755657693489304),EMTP,2,7,23,7282,113,23264152,ESCOLA MUNICIPAL,PROFESSORA MARIA ODNILRA CRUZ MOREIRA,"AV. DAS ADENANTERAS, 800",MANUEL DIAS BRANCO,60190-560,3452-7358,3459-5186 / 5229 / 6890,MARIAOCM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7282,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6971,487,POINT (-38.44086191732404 -3.765262616713745),EMTP,2,7,22,7287,118,23186160,ESCOLA MUNICIPAL,FREI TITO DE ALENCAR LIMA,"AV. DIOGUINHO, 5925",PRAIA DO FUTURO II,60183-709,3433-2753 / 3452-7350,3459-5275 / 6748,FREITAL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7287,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6972,488,POINT (-38.45474272383696 -3.745060941245612),EMTP,2,7,22,7406,98,23547995,ESCOLA MUNICIPAL,DOM ALOÍSIO LORSCHEIDER,"RUA JULIO SILVA, 400",PRAIA DO FUTURO I,60177-385,3105-1412,NADA CONSTA,DALOISIOL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7406,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6973,489,POINT (-38.45651377783625 -3.7380547707710616),EMTP,2,7,22,7283,114,23250275,ESCOLA MUNICIPAL,FREI AGOSTINHO FERNANDES,"AV. CÉSAR CALS, 2370",PRAIA DO FUTURO I,60182-405,3452-7351,3459-5193 / 5220 / 6888,FREIAF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7283,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6974,490,POINT (-38.478149414062216 -3.7374283213548036),EMTP,2,2,8,6860,301,23073608,ESCOLA MUNICIPAL,PROFESSORA MARIA GONDIM DOS SANTOS,"TRAV. GUARANI, 620",PAPICU,60175-790,3452-7352,3459-5197 / 5309 / 6727,PROFESSORAMGS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6860,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6975,491,POINT (-38.48331160111263 -3.7348345745695943),EMTP,2,2,8,6918,129,23270560,ESCOLA MUNICIPAL,MARIA ALICE,"RUA RAIMUNDO OLIVEIRA FILHO, 95",PAPICU,60175-175,3105-1388 / 3433-3890,3459-5185 / 5299 / 6787,MARIAA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6918,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6976,492,POINT (-38.46571802173811 -3.7264862959679887),EMTP,2,2,9,6983,82,23064854,ESCOLA MUNICIPAL,PROFESSORA AÍDA SANTOS E SILVA,"AV. TRAJANO DE MEDEIROS, 813",VICENTE PINZÓN,60182-185,3452-7353,3459-5187 / 5283 / 6972,PROFESSORAASS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6983,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6977,493,POINT (-38.46628537268176 -3.72521358352718),EMTP,2,2,9,6862,175,23065958,ESCOLA MUNICIPAL,PROFESSORA BELARMINA CAMPOS,"RUA DOUTOR MANOEL RODRIQUES MONTEIRO, 840",VICENTE PINZÓN,60181-805,3433-2751,3459-6800,PROFESSORABC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6862,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6978,494,POINT (-38.47572420439555 -3.7223295353370274),EMTP,2,2,9,6977,170,23068302,ESCOLA MUNICIPAL,ELEAZAR DE CARVALHO,"RUA FRANCISCO ALVES PEREIRA, 349",CAIS DO PORTO,60180-720,3452-7345,3459-5183 / 6959,ELEAZARC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6977,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6979,495,POINT (-38.46536162315369 -3.718072012502954),EMTP,2,2,9,6951,147,23257369,ESCOLA MUNICIPAL,GODOFREDO DE CASTRO FILHO,"AV. JOSÉ SABÓIA, 905",CAIS DO PORTO,60180-480,3433-2745 / 3452-7342,3459-5198 / 5224 / 6893,GODOFREDOCF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6951,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697a,496,POINT (-38.46399169792358 -3.718149425626245),EMTP,2,2,9,7148,360,23257440,ESCOLA MUNICIPAL,SÃO VICENTE DE PAULO,"AV.ZEZÉ DIOGO, 1247",CAIS DO PORTO,60180-012,3452-7341,NADA CONSTA,SAO.VICENTE@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7148,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697b,497,POINT (-38.47173431028183 -3.7117719084830676),EMTI,2,2,9,7123,355,23065028,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,PROFESSOR ÁLVARO COSTA,"AV. VICENTE DE CASTRO, 6074",CAIS DO PORTO,60180-410,3452-7340 / 3452-7356,3459-5199 / 5277 / 6895,ALVAROC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7123,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697c,498,POINT (-38.47708212202372 -3.7238793897952225),EMTP,2,2,9,6861,302,23067462,ESCOLA MUNICIPAL,PROFESSORA CONSUELO AMORA,"AV. DOS JANGADEIROS, 577",VICENTE PINZÓN,60175-440,3452-7343,3459-5180 / 5279 / 6963,PROFESSORACA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6861,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697d,499,POINT (-38.47698964767348 -3.726526280768194),EMTP,2,2,9,7286,117,23233729,ESCOLA MUNICIPAL,LUIS ÂNGELO PEREIRA,"RUA OSMUNDO CAVALCANTE DE OLIVEIRA, 90",VICENTE PINZÓN,60175-552,3452-7346,3459-6962,LUISAP@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7286,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697e,500,POINT (-38.48383124110941 -3.725662902896713),EMTP,2,2,9,6981,174,23072512,ESCOLA MUNICIPAL,JOSÉ RAMOS TORRES DE MELO,"AV. DA ABOLIÇÃO, 3984",MUCURIPE,60165-082,3452-7344,3459-5196 / 5227 / 6887,JOSERTM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6981,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_697f,501,POINT (-38.509766831552206 -3.764556077977033),EMTP,6,6,26,7313,250,23078600,ESCOLA MUNICIPAL,YOLANDA QUEIROZ,"RUA CAPITÃO ARAGÃO, 864",ALTO DA BALANÇA,60851-150,3433-3987,3459-5397 / 5538 / 6975,YOLANDAQ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7313,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6980,502,POINT (-38.51680020386848 -3.7596371697242965),EMTP,2,2,10,6927,138,23257393,ESCOLA MUNICIPAL,NOSSA SENHORA DO SAGRADO CORAÇÃO,"RUA ANA GONÇALVES, 1",TAUAPE,60130-490,NADA CONSTA,3459-7048,NOSSASSC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6927,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6981,503,POINT (-38.506104842160575 -3.7587734520308222),EMTP,2,2,10,6973,166,23064994,ESCOLA MUNICIPAL,ALMERINDA DE ALBUQUERQUE,"RUA ANA GONÇALVES, 1105",TAUAPE,60130-490,3452-1884,3459-5195 / 5281 / 6968,ALMERINDAA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6973,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6982,504,POINT (-38.506165523352514 -3.7556828333832684),EMTI,2,2,10,7124,356,23069317,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,PROFESSORA ANTONIETA CALS,"RUA MONSENHOR SALAZAR, 1480",TAUAPE,60130-731,3452-1891,3459-5274 / 5473 / 6957,PROFESSORAAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7124,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6983,505,POINT (-38.50200822182974 -3.7316181372753467),EMTP,2,2,7,7327,257,23072350,ESCOLA MUNICIPAL,JOSÉ DIAS MACÊDO,"RUA NUNES VALENTE, 809",MEIRELES,60125-070,3105-2633,NADA CONSTA,DEPJDM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7327,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6984,506,POINT (-38.517790766304586 -3.7193317612058254),EMTP,1,12,1,7277,238,23269170,ESCOLA MUNICIPAL,SÃO RAFAEL,"RUA DOS TABAJARAS, 244",PRAIA DE IRACEMA,60060-510,3219-1127,3459-5194 / 5308 / 6807,CSAOR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7277,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6985,507,POINT (-38.522633723229966 -3.7319830890307992),EMTP,1,12,1,6982,81,23064870,ESCOLA MUNICIPAL,ALBA FROTA,"AV. DOM MANUEL, 914",CENTRO,60060-090,3452-5892,3459-5189 / 5298 / 6801,INFANTILAF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6982,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6986,508,POINT (-38.53537128631226 -3.721612820475777),EMTP,1,12,1,6824,282,23245379,ESCOLA MUNICIPAL,NOSSA SENHORA APARECIDA,"RUA TERESA CRISTINA, 112",CENTRO,60015-140,3105-1029,3459-6808,NOSSASA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6824,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6987,509,POINT (-38.49697776449615 -3.7683485117489566),CAEE,2,7,24,7151,363,23074604,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FORTALEZA (APAE),"RUA ROGACIANO LEITE , 2001",ENGENHEIRO LUCIANO CAVALCANTE,60810-475,4012-1403,NÃO TEM,ESPECIALMEPA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7151,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6988,510,POINT (-38.45450176239571 -3.7470778315105218),CAEE,2,7,22,7020,392,23251433,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,CENTRO DE INTEGRAÇÃO PSICO-SOCIAL DO CEARÁ,"RUA OLIVEIRA FILHO, 3320",PRAIA DO FUTURO I,60183-600,3262-3426,NÃO TEM,INTEGRACAOPCBQ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7020,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6989,511,POINT (-38.474942905260505 -3.738717270097458),CAEE,2,2,8,6854,298,23076909,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,RECANTO PSICO PEDAGÓGICO,"RUA ARY BARROSO,55",PAPICU,60175-705,3262-1818,NÃO TEM,ESPECIALPPER@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6854,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698a,512,POINT (-38.51833110480073 -3.742995085627649),CAEE,2,2,10,7135,385,23190710,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,INSTITUTO FILIPPO SMALDONE,"RUA ADOLFO SIQUEIRA , 273",JOAQUIM TÁVORA,60135-140,3221-3993,NÃO TEM,ESPECIALFS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7135,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698b,513,POINT (-38.51041987875792 -3.727436242601429),CAEE,2,2,7,7044,306,23071311,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,INSTITUTO PESTALOZZI DO CEARÁ,"RUA BARÃO DE ARACATI , 696",MEIRELES,60115-080,3253-2083,NÃO TEM,PESTALOZZICE@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7044,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698c,514,POINT (-38.52157231622515 -3.7897367293829087),CRP,4,8,20,7927,545,23071818,CRECHE PARCEIRA,RAINHA DA PAZ,"RUA TORRES DE MELO, 689",DIAS MACÊDO,60860-370,NADA CONSTA,NADA CONSTA,NADA CONSTA,7927,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698d,515,POINT (-38.524256613832904 -3.7991131769117232),CRP,4,8,20,7444,537,23073748,CRECHE PARCEIRA,RENASCER,"AV. ALBERTO CRAVEIRO, 2222",BOA VISTA/CASTELÃO,60861-212,NADA CONSTA,NADA CONSTA,NADA CONSTA,7444,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698e,516,POINT (-38.504327402325494 -3.7823070917453454),CRP,6,6,27,7438,558,23071427,CRECHE PARCEIRA,CANTINHO FELIZ II,"RUA DA ESPERANÇA, 340",JARDIM DAS OLIVEIRAS,60821-060,NADA CONSTA,NADA CONSTA,CRCANTINHOF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7438,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_698f,517,POINT (-38.471393142679815 -3.722201561104135),CEI,2,2,9,7995,367,23198818,CENTRO DE EDUCAÇÃO INFANTIL,MARIA FELÍCIO LOPES,"RUA JOSÉ SETUBAL PESSOA, 480",CAIS DO PORTO,60180-560,NADA CONSTA,NADA CONSTA,NADA CONSTA,7995,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6990,518,POINT (-38.47498983575749 -3.7273136852481863),CRP,2,2,9,7422,569,23072512,CRECHE PARCEIRA,SONHO INFANTIL,"RUA ESTRELA DO ORIENTE, 151",VICENTE PINZÓN,60181-140,NADA CONSTA,NADA CONSTA,CRSONHOI@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7422,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6991,519,POINT (-38.50327386467629 -3.8150152172417213),CEI,6,9,31,7414,372,23078723,CENTRO DE EDUCAÇÃO INFANTIL,NOSSA SENHORA DE GUADALUPE,"RUA LÚCIA HELENA DO NASCIMENTO, 207",CAJAZEIRAS,60864-685,3276-8707,NADA CONSTA,NOSSASG@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7414,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6992,520,POINT (-38.47950118948169 -3.772013279803765),CEI,2,7,25,7240,450,23070048,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR FRANCISCO MAURÍCIO DE MATTOS DOURADO,"RUA B, 50 (LOTEAMENTO PARQUE AMARALINA)",EDSON QUEIROZ,60813-020,3278-5921,NADA CONSTA,FRANCISCO.MAURICIO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7240,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6993,521,POINT (-38.51801605696494 -3.8008759788346658),CEI,4,8,20,7238,418,23264209,CENTRO DE EDUCAÇÃO INFANTIL,ODILON GONZAGA BRAVEZA UNID II,"RUA MAESTRO NÉO MIRANDA, 220",BOA VISTA/CASTELÃO,60867-530,3487-8784,NADA CONSTA,CRPODILONGBR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7238,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6994,522,POINT (-38.51828275434376 -3.7928695843586158),CEI,4,8,20,7368,417,23264209,CENTRO DE EDUCAÇÃO INFANTIL,ODILON GONZAGA BRAVEZA,"AV. ALBERTO CRAVEIRO, 1480B",BOA VISTA/CASTELÃO,60861-212,3433-2949,NADA CONSTA,CRODILONGB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7368,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6995,523,POINT (-38.49585485200034 -3.769868592312865),CEI,2,7,24,8382,880,23187840,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR LUÍS COSTA,"RUA JOSÉ GUILHERME DA COSTA, 156",ENGENHEIRO LUCIANO CAVALCANTE,60811-300,NADA CONSTA,NADA CONSTA,NADA CONSTA,8382,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6996,524,POINT (-38.496943126728574 -3.7786297367066646),CEI,2,7,24,7678,428,23257482,CENTRO DE EDUCAÇÃO INFANTIL,JOSÉ CARLOS DE PINHO,"RUA TEODORO DE PAIVA, 707",ENGENHEIRO LUCIANO CAVALCANTE,60811-275,NADA CONSTA,NADA CONSTA,CRTIAN@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7678,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6997,525,POINT (-38.46848566145718 -3.7565519304867454),CEI,2,7,23,7408,397,23264152,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSORA MARIA ODNILRA CRUZ MOREIRA,"RUA VITÓRIA DA CONQUISTA, 1441",MANUEL DIAS BRANCO,60191-670,NADA CONSTA,NADA CONSTA,CRPMARIAOCM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7408,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6998,526,POINT (-38.4402171831216 -3.7649554291057226),CEI,2,7,22,7028,391,23186160,CENTRO DE EDUCAÇÃO INFANTIL,FREI TITO DE ALENCAR LIMA,"AV. DIOGUINHO, 5925",PRAIA DO FUTURO II,60183-709,3105-1476,3459-5190,CRFREITAL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7028,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6999,527,POINT (-38.45498035413915 -3.744578675324937),CEI,2,7,22,7407,370,23547995,CENTRO DE EDUCAÇÃO INFANTIL,DOM ALOÍSIO LORSCHEIDER,"AV. SENADOR CARLOS JEREISSATI, 395",PRAIA DO FUTURO I,60182-425,3433-2735,NADA CONSTA,CRDALOISIOL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7407,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699a,528,POINT (-38.48281995057077 -3.730862159270126),CEI,2,2,8,7386,486,23270560,CENTRO DE EDUCAÇÃO INFANTIL,MENINO MALUQUINHO,"RUA DOUTOR JOSÉ LINO, 980",VARJOTA,60175-426,NADA CONSTA,NADA CONSTA,MENINOM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7386,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699b,529,POINT (-38.47840287707916 -3.7329257899103667),CEI,2,2,9,7405,496,23073608,CENTRO DE EDUCAÇÃO INFANTIL,DARCY RIBEIRO,"RUA FAUSTO CABRAL, 357",VICENTE PINZÓN,60175-415,3452-2316,NADA CONSTA,DARCYR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7405,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699c,530,POINT (-38.46827599037788 -3.7275385245988266),CEI,2,2,9,7181,462,23064854,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSORA AÍDA SANTOS E SILVA,"TRAV. JUQUERI, 46",VICENTE PINZÓN,60183-060,3433-8469,NADA CONSTA,SEMENTEA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7181,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699d,531,POINT (-38.46667530971402 -3.7256905113971404),CEI,2,2,9,7125,495,23065958,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSORA BELARMINA CAMPOS,"RUA DOUTOR MANOEL RODRIGUES MONTEIRO, 840",VICENTE PINZÓN,60181-805,3433-2731,NADA CONSTA,CRBELARMINAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7125,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699e,532,POINT (-38.51370857405953 -3.761269062027801),CEI,2,2,10,7317,467,23064994,CENTRO DE EDUCAÇÃO INFANTIL,ALMERINDA DE ALBUQUERQUE,"TRAV. LIBERTADORES, 57",TAUAPE,60130-720,NADA CONSTA,NADA CONSTA,CRALMERINDAA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7317,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_699f,533,POINT (-38.5066082950668 -3.756014936041723),CEI,2,2,10,7013,426,23069317,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSORA ANTONIETA CALS,"RUA JÚLIA VASCONCELOS, 67",TAUAPE,60120-320,3433-3905,3459-6961,CRANTONIETAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7013,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_69a0,534,POINT (-38.51552322484947 -3.7196243022448976),CEI,1,12,1,7533,398,23269170,CENTRO DE EDUCAÇÃO INFANTIL,SÃO RAFAEL,"RUA DOS TABAJARAS, 480",PRAIA DE IRACEMA,60060-510,NADA CONSTA,NADA CONSTA,CRSAOR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7533,10,0,SME,2022,EPSG: 3198
